MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LandSlope,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,IsRemod,BltRemodDiff,BsmtUnfRatio,TotalSF,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice
6.275424045814307,13.823085010051042,8.942173302296846,1,1,3,3,0,5,7,3.040152969328327,2003,2003,0,12,13,19.4454389368301,2,4,2,2,4,3,2,189.92327187356204,6,0.0,30.269517454723736,522.1595689624658,0,1,6.631898352470231,1288.7546591391174,0.0,10.286043178458554,0.9944806198730061,0.0,2,1.0709805540678778,3,0.7173641623697471,2,2.600189090343093,6,0.0,3,2003.0,2,2.0,548.0,5,5,2,0.0,12.208476532066584,0.0,0.0,0.0,0.0,3,4,0.0,2,2008,0,0,0.0579698606593947,1817.5461264540534,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,208500
4.143907196862614,15.49470804861382,9.066928386715832,1,1,3,3,0,2,6,4.247352565985628,1976,1976,0,8,8,0.0,3,4,1,2,4,1,0,243.48767327947866,6,0.0,44.61047629180285,744.6266208659188,0,1,7.005440431705895,0.0,0.0,9.731435246910886,0.0,0.6826659479949816,2,0.0,3,0.7173641623697471,3,2.257835050241748,6,0.92529145896583,5,1976.0,2,2.0,460.0,5,5,2,61.919803340975605,0.0,0.0,0.0,0.0,0.0,3,4,0.0,5,2007,0,0,0.05990985957489107,751.6320612976247,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,181500
6.275424045814307,14.171829814748142,9.221948980212321,1,1,0,3,0,5,7,3.040152969328327,2001,2002,0,12,13,17.77956628864821,2,4,2,2,4,2,2,142.81704124771417,6,0.0,57.56626500077614,557.7456951319614,0,1,6.701330306039345,1308.1513286329882,0.0,10.366582628494587,0.9944806198730061,0.0,2,1.0709805540678778,3,0.7173641623697471,2,2.257835050241748,6,0.92529145896583,5,2001.0,2,2.0,608.0,5,5,2,0.0,9.99500548539324,0.0,0.0,0.0,0.0,3,4,0.0,9,2008,1,1,0.10321238783771534,1872.598354070989,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,223500
6.616147973797063,13.223334699379725,9.061823469942999,1,1,0,3,0,5,7,3.040152969328327,1915,1970,0,13,15,0.0,3,4,0,4,1,3,0,76.7447860195625,6,0.0,65.6057956139722,466.08692345393086,2,1,6.743305265713852,1131.0961036775534,0.0,10.293597074025223,0.9944806198730061,0.0,1,0.0,3,0.7173641623697471,2,2.4381397822177204,6,0.92529145896583,2,1998.0,3,3.0,642.0,5,5,2,0.0,9.046381843792348,19.056983903806515,0.0,0.0,0.0,3,4,0.0,2,2006,1,55,0.14075871326275652,1603.9263323971982,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,140000
6.275424045814307,15.913099874846107,9.453572264502844,1,1,0,3,0,5,8,3.040152969328327,2000,2000,0,12,13,25.422365387759985,2,4,2,2,4,0,2,179.3640129542541,6,0.0,61.90419609471905,681.2554485042396,0,1,6.911877448114795,1612.742319812903,0.0,10.755061327512964,0.9944806198730061,0.0,2,1.0709805540678778,4,0.7173641623697471,2,2.7475800314599277,6,0.92529145896583,5,2000.0,2,3.0,836.0,5,5,2,46.135914518966416,14.437152487458764,0.0,0.0,0.0,0.0,3,4,0.0,12,2008,0,0,0.09086781798315967,2300.909645765257,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,250000
5.886184232560222,16.016116618579208,9.443590280318626,1,1,0,3,0,0,5,3.040152969328327,1993,1995,0,12,13,0.0,3,4,5,2,4,3,2,195.23519964047384,6,0.0,17.8491237230628,488.5884301650438,0,1,6.5618981590106085,829.7329103882295,0.0,9.869332720254578,0.9944806198730061,0.0,1,1.0709805540678778,1,0.7173641623697471,3,2.0541069073886815,6,0.0,3,1993.0,3,2.0,480.0,5,5,2,15.792371765405175,8.305501709061312,0.0,6.336458548425007,0.0,0.0,3,2,7.132708559853302,10,2009,1,2,0.036532022907364826,1324.8832387122839,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,143000
4.143907196862614,14.95657929687727,9.115009901758365,1,1,3,3,0,2,8,3.040152969328327,2004,2005,0,12,13,18.97410724385398,2,4,2,0,4,0,2,314.56892783778807,6,0.0,47.66702080989135,970.3577459527402,0,1,7.288290902268933,0.0,0.0,10.268670109262764,0.9944806198730061,0.0,2,0.0,3,0.7173641623697471,2,2.4381397822177204,6,0.92529145896583,2,2004.0,2,2.0,636.0,5,5,2,55.79843193605462,11.777069919674583,0.0,0.0,0.0,0.0,3,4,0.0,8,2007,1,1,0.04912314144830138,977.6460368550091,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,307000
6.275424045814307,15.49470804861382,9.143476294149453,1,1,0,3,0,5,7,3.4679291041603877,1973,1973,0,6,6,21.369437986433415,3,4,1,2,4,2,0,220.56477583931996,1,4.863991620724422,37.80166128093303,660.5553673554629,0,1,6.87941080535219,1498.2338242820524,0.0,10.660148411950614,0.9944806198730061,0.0,2,1.0709805540678778,3,0.7173641623697471,3,2.4381397822177204,6,1.7568572511070808,5,1973.0,2,2.0,484.0,5,5,2,52.830872042285996,22.652909574709803,17.677137653758972,0.0,0.0,0.0,3,4,6.3221559367015505,11,2009,0,0,0.05722708973249615,2165.6686024428673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,200000
5.886184232560222,12.076690817396464,8.626587580011373,1,1,3,3,0,0,7,3.040152969328327,1931,1950,0,3,15,0.0,3,4,0,4,4,3,6,0.0,6,0.0,91.94425080262693,575.4577826243069,2,1,6.802539278731412,1124.6906190844797,0.0,10.354077328682028,0.0,0.0,2,0.0,2,1.1602756000279923,3,2.600189090343093,2,1.7568572511070808,5,1931.0,3,2.0,468.0,1,5,2,27.63474985908089,0.0,16.88874668376344,0.0,0.0,0.0,3,4,0.0,4,2008,1,19,0.15977584034631712,1706.9509409875182,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,129900
9.099702429952519,11.943216919469918,8.815042387328848,1,1,3,3,0,1,5,3.4679291041603877,1939,1950,0,8,8,0.0,3,4,0,4,4,3,2,218.99721669480505,6,0.0,29.016638528322808,596.9751479589066,0,1,6.852978407255651,0.0,0.0,9.44757043148264,0.9944806198730061,0.0,1,0.0,2,1.1602756000279923,3,2.0541069073886815,6,1.7568572511070808,5,1939.0,2,1.0,205.0,2,5,2,0.0,2.3755204236252405,0.0,0.0,0.0,0.0,3,4,0.0,1,2008,1,11,0.048606108022306145,603.8281263661623,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,118000
